Maximum Length of Consecutive Dry Spell - (Days), Year, Model, Statistics, ISO3
-3.4287, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
4.81992, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.5798, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
1.43754, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
1.61082, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
0.56348, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
1.19864, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
0.45009, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-2.025, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
3.08031, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
3.93181, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
1.28078, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.6717, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.4582, 2020-2039, hadgem2_ao, May Anomaly, NPL
-1.0328, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.2603, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
0.04389, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-0.5229, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.7829, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
2.18755, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
3.65757, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-1.1795, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-1.0847, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-1.2726, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.0775, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-1.1822, 2020-2039, hadgem2_es, May Anomaly, NPL
0.68039, 2020-2039, hadgem2_es, Jun Anomaly, NPL
0.0339, 2020-2039, hadgem2_es, Jul Anomaly, NPL
0.06451, 2020-2039, hadgem2_es, Aug Anomaly, NPL
0.82198, 2020-2039, hadgem2_es, Sep Anomaly, NPL
1.9762, 2020-2039, hadgem2_es, Oct Anomaly, NPL
5.59796, 2020-2039, hadgem2_es, Nov Anomaly, NPL
-3.3051, 2020-2039, hadgem2_es, Dec Anomaly, NPL
0.93773, 2020-2039, miroc5, Jan Anomaly, NPL
-1.7699, 2020-2039, miroc5, Feb Anomaly, NPL
-0.4047, 2020-2039, miroc5, Mar Anomaly, NPL
-1.2407, 2020-2039, miroc5, Apr Anomaly, NPL
0.27326, 2020-2039, miroc5, May Anomaly, NPL
1.28286, 2020-2039, miroc5, Jun Anomaly, NPL
-0.3753, 2020-2039, miroc5, Jul Anomaly, NPL
0.24743, 2020-2039, miroc5, Aug Anomaly, NPL
-4.0E-4, 2020-2039, miroc5, Sep Anomaly, NPL
-0.3337, 2020-2039, miroc5, Oct Anomaly, NPL
-1.9001, 2020-2039, miroc5, Nov Anomaly, NPL
0.10822, 2020-2039, miroc5, Dec Anomaly, NPL
-5.0691, 2020-2039, miroc_esm, Jan Anomaly, NPL
-4.0485, 2020-2039, miroc_esm, Feb Anomaly, NPL
-0.2845, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.04442, 2020-2039, miroc_esm, Apr Anomaly, NPL
0.17813, 2020-2039, miroc_esm, May Anomaly, NPL
-0.4249, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.2053, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.5537, 2020-2039, miroc_esm, Aug Anomaly, NPL
-0.569, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.82157, 2020-2039, miroc_esm, Oct Anomaly, NPL
1.64123, 2020-2039, miroc_esm, Nov Anomaly, NPL
-1.5603, 2020-2039, miroc_esm, Dec Anomaly, NPL
6.51003, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-4.0938, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-3.5564, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.1442, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-2.4, 2020-2039, mri_cgcm3, May Anomaly, NPL
-2.1759, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
2.75506, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-5.2669, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-2.3316, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-3.3987, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.5116, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
1.22835, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-3.2203, 2020-2039, noresm1_m, Jan Anomaly, NPL
-2.8811, 2020-2039, noresm1_m, Feb Anomaly, NPL
-2.4875, 2020-2039, noresm1_m, Mar Anomaly, NPL
3.4852, 2020-2039, noresm1_m, Apr Anomaly, NPL
-2.6115, 2020-2039, noresm1_m, May Anomaly, NPL
-1.0351, 2020-2039, noresm1_m, Jun Anomaly, NPL
0.09389, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.2004, 2020-2039, noresm1_m, Aug Anomaly, NPL
0.29, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.5962, 2020-2039, noresm1_m, Oct Anomaly, NPL
2.41762, 2020-2039, noresm1_m, Nov Anomaly, NPL
3.51938, 2020-2039, noresm1_m, Dec Anomaly, NPL
-11.627, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-11.027, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-14.082, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-16.0, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-16.837, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-11.715, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.7103, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6614, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-2.6515, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.0447, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.2704, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-9.0569, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
1.82381, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
1.05687, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.4801, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
2.0242, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
2.76691, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.69895, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
0.00614, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.0629, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.655, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.0147, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
0.77378, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
0.96413, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
16.7659, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
16.888, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
17.6542, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
17.8791, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
20.5448, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
29.3799, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
32.4407, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
9.78347, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
11.9495, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
8.92273, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
9.19125, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
14.1248, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
4.07743, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
4.55723, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
2.45695, 2020-2039, ccsm4, Annual Anomaly, NPL
2.51966, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
3.29086, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
7.08443, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
0.75638, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-4.0257, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
6.30086, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
2.52142, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-1.7628, 2020-2039, miroc5, Annual Anomaly, NPL
-3.8395, 2020-2039, miroc_esm, Annual Anomaly, NPL
-2.8052, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.07644, 2020-2039, noresm1_m, Annual Anomaly, NPL
-18.323, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
0.96792, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
25.5742, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
